"codigo"|"apartamento"|"bairro_extraido"|"qtd_quartos"|"qtd_banheiros"|"qtd_graragem"|"metragem"|"valor_venda"
171191|EXCELENTE APARTAMENTO TÉRREO NO PARQUE RIBEIRÃO||2|1|1|43|R$ 130.000,00
165527|APARTAMENTO RESIDENCIAL DAS AMÉRICAS||2|1|1|39|R$ 130.000,00
145142|APARTAMENTO TÉRREO PRÓXIMO À AVENIDA BRAZ OLAIA ACOSTA||2|1|1|41|R$ 130.000,00
142304|Apartamento de 39m² com 02 quartos á venda - Residencial das Américas|Residencial das Américas|2|1|1|39|R$ 130.000,00
124829|Apartamento - Padrão|Padrão|2|1|1|42|R$ 130.000,00
114320|Apartamento - Padrão|Padrão|2|1|1|41|R$ 134.900,00
213704|Apartamento de 42m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|42|R$ 125.000,00
245309|Apartamento de 45m² com 02 quartos à venda - Jardim João Rossi|Jardim João Rossi|2|1|1|45|R$ 135.000,00
242528|Apartamento de 42m² com 02 quartos à venda - Ribeirão Verde|Ribeirão Verde|2|1|1|42|R$ 135.000,00
231083|Apartamento de 42m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|2|1|42|R$ 135.000,00
230117|Apartamento de 43m² com 02 quartos à venda - Reserva Macaúba|Reserva Macaúba|2|1|1|43|R$ 135.000,00
229082|Apartamento/Padrão - Residencial - No bairro Recanto das Palmeiras - Condomínio Lar Itália|Residencial No bairro Recanto das Palmeiras Condomínio Lar Itália|2|1|1|42|R$ 135.000,00
228518|Apartamento de 48m² com 02 quartos à venda - Quintino Facci II|Quintino Facci II|2|1|1|48|R$ 135.000,00
226682|Apartamento de 41m² com 02 quartos à venda - Jardim João Rossi|Jardim João Rossi|2|1|1|41|R$ 135.000,00
226076|Apartamento de 48m² com 02 quartos à venda - Quintino Facci II|Quintino Facci II|2|1|1|48|R$ 135.000,00
225068|Apartamento de 43m² com 02 quartos á venda - Vitta Heitor Rigon III|Vitta Heitor Rigon III|2|1|1|43|R$ 135.000,00
221930|Apartamento de 41m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|41|R$ 135.000,00
198863|Apartamento de 41m² com 02 quartos para locação e venda - Conjunto Habitacional Sílvio Passalacqua|Conjunto Habitacional Sílvio Passalacqua|2|1|1|41|R$ 135.000,00
197078|APARTAMENTO NO PARQUE DOS PINUS||2|1|1|40|R$ 135.000,00
193376|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|48|R$ 135.000,00
179885|LINDO APARTAMENTO NO RESIDENCIAL DAS AMERICAS||1|1|1|48|R$ 135.000,00
179177|Apartamento de 48m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|48|R$ 135.000,00
163787|APARTAMENTO NO JARDIM HELENA||2|1|1|40|R$ 135.000,00
33935|APARTAMENTO PRÓXIMO À AVENIDA CARAMURU||1|1|1|42|R$ 135.000,00
142373|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|48|R$ 136.000,00
183785|APARTAMENTO PRÓXIMO Á RODOVIA ANHANGUERA||2|1|1|46|R$ 137.000,00
206732|Apartamento de 42m² com 2 quartos à venda - Campos Elíseos|Campos Elíseos|2|1|1|42|R$ 137.800,00
179267|APARTAMENTO NO RESIDENCIAL DAS AMÉRICAS||2|1|1|39|R$ 137.800,00
125093|Apartamento de 02 quartos para locação - Heitor Rigon|Heitor Rigon|2|1|1|42|R$ 125.000,00
215108|Apartamento de 43m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|43|R$ 129.000,00
129473|Apartamento - Padrão|Padrão|2|1|1|46|R$ 132.000,00
175973|APARTAMENTO NO RESIDENCIAL DAS AMÉRICAS||2|1|1|44|R$ 138.000,00
164408|APARTAMENTO RESIDENCIAL DAS AMÉRICAS||2|1|1|0|R$ 138.000,00
147956|Apartamento de 41m² com 02 quartos - Jardim João Rossi|Jardim João Rossi|2|1|1|41|R$ 138.000,00
147110|APARTAMENTO PRÓXIMO AO SUPERMERCADO BIG COMPRAS||2|1|1|46|R$ 138.000,00
147083|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|48|R$ 138.000,00
137801|APARTAMENTO NO VILA VIRGINÍA||2|1|1|55|R$ 138.000,00
123983|APARTAMENTO NO JARDIM MARCHESI||2|1|1|43|R$ 138.000,00
235421|Apartamento térreo 02 quartos com 42m² a venda - Quintino Facci II|Quintino Facci II|2|1|1|42|R$ 129.000,00
169865|APARTAMENTO NO PARQUE SÃO SEBASTIÃO||2|1|1|45|R$ 130.000,00
244898|Apartamento de 37 m² com 01 quartos -Lagoinha|Lagoinha|1|1|1|37|R$ 139.000,00
244871|Apartamento de 43m² com 02 quartos à venda - Valentina Figueiredo|Valentina Figueiredo|2|1|1|43|R$ 139.000,00
235475|Apartamento de 43m² com 02 quartos à venda - Jardim Diva Tarla de Carvalho|Jardim Diva Tarla de Carvalho|2|1|1|43|R$ 139.000,00
228845|Apartamento de 42m² com 02 quartos para venda - Ipiranga|Ipiranga|2|1|1|42|R$ 139.000,00
224645|Apartamento térreo de 42m² com 02 quartos à venda - Quintino Facci II|Quintino Facci II|2|1|1|42|R$ 139.000,00
183188|****ÓTIMO APARTAMENTO****||2|1|1|48|R$ 139.000,00
169922|APARTAMENTO NO JARDIM JOÃO ROSSI||2|1|1|42|R$ 139.000,00
139487|APARTAMENTO NO PARQUE DOS LAGOS||2|1|1|45|R$ 139.000,00
128798|Apartamento - Padrão|Padrão|2|1|1|53|R$ 139.000,00
227600|Apartamento de 227m² com 04 suítes à venda - Jardim Ilhas do Sul|Jardim Ilhas do Sul|4|6|4|227|R$ 1.950.000,00
234023|Apartamento de 254m² com 04 suítes para venda e locação - Jardim Olhos D`Água|Jardim Olhos DÁgua|4|6|4|254|R$ 2.200.000,00
225467|Apartamento - Padrão|Padrão|4|6|4|243|R$ 2.000.000,00
202016|APARTAMENTO NO GERALDO DE CARVALHO||2|1|1|48|R$ 120.000,00
127100|APARTAMENTO NOVO NO JARDIM HEITOR RIGON||2|1|1|42|R$ 129.000,00
221429|Apartamento de 41m² com 02 quartos para locação e venda - Sílvio Passalacqua|Sílvio Passalacqua|2|1|1|41|R$ 130.000,00
82289|Apartamento - Padrão|Padrão|2|1|1|55|R$ 130.000,00
231086|Apartamento de 43m² com 02 quartos á venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|2|1|43|R$ 135.000,00
200147|UMA OTIMA OPORTUNIDADE||2|1|1|44|R$ 135.000,00
192353|LINDO APARTAMENTO NO VITTA IPIRANGA PREÇO DE OPORTUNIDADE||1|1|1|45|R$ 135.000,00
242540|Apartamento de 44m² com 02 quartos à venda - Jardim Itaú|Jardim Itaú|2|1|1|44|R$ 140.000,00
239669|Apartamento de 42m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|42|R$ 140.000,00
239204|Apartamento de 42m² com 02 quartos à venda - Jardim João Rossi|Jardim João Rossi|2|1|1|42|R$ 140.000,00
239174|Apartamento de 41m² com 02 quartos para venda - Jardim Silvio Passalacqua|Jardim Silvio Passalacqua|2|1|1|41|R$ 140.000,00
237797|Apartamento de 50m² com 02 quartos à venda - Heitor Rigon|Heitor Rigon|2|1|1|50|R$ 140.000,00
237263|Apartamento de 40m² com 02 quartos para locação e venda - Reserva Real|Reserva Real|2|1|1|40|R$ 140.000,00
236420|Apartamento de 42m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|42|R$ 140.000,00
235907|Apartamento térreo com quintal de 49m² com 02 quartos à venda - Jardim Marchesi|Jardim Marchesi|2|1|1|49|R$ 140.000,00
233864|Apartamento de 42m² com 02 quartos para venda - Ribeirão Verde|Ribeirão Verde|2|1|1|42|R$ 140.000,00
232424|Apartamento de 42m² com 02 quartos à venda - Residencial Parque dos Servidores|Residencial Parque dos Servidores|2|1|1|42|R$ 140.000,00
229754|Apartamento de 42m² com 02 quartos - Heitor Rigon|Heitor Rigon|2|1|1|42|R$ 140.000,00
229505|Apartamento de 40m² com 02 quartos à venda - Parque dos Pinus|Parque dos Pinus|2|1|1|40|R$ 140.000,00
228608|Apartamento de 47m² com 02 quartos à venda - Jardim José Figueira|Jardim José Figueira|2|1|1|47|R$ 140.000,00
227138|Apartamento de 42m² com 02 quartos para venda - Ipiranga|Ipiranga|2|1|1|42|R$ 140.000,00
224588|Apartamento de 42m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|42|R$ 140.000,00
216680|Apartamento de 43m² com 02 quartos à venda - Jardim Diva Tarlá de Carvalho|Jardim Diva Tarlá de Carvalho|2|1|1|43|R$ 140.000,00
190784|Apartamento de 42 m² com 02 quartos - Vila Pompeia|Vila Pompeia|2|1|1|42|R$ 140.000,00
178775|LINDO APARTAMENTO NO DUTRA 2||2|1|1|55|R$ 140.000,00
162665|Apartamento - Padrão|Padrão|2|1|1|43|R$ 140.000,00
161699|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|44|R$ 140.000,00
159653|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||1|1|1|40|R$ 140.000,00
158024|APARTAMENTO PRÓXIMO À RUA CORONEL AMÉRICO BATISTA||2|1|1|42|R$ 140.000,00
157856|Apartamento de 49m² com 02 quartos para venda - Jardim José Wilson Toni|Jardim José Wilson Toni|2|1|1|49|R$ 140.000,00
148994|APARTAMENTO PRÓXIMO À RODOVIA ALEXANDRE BALBO||2|1|1|42|R$ 140.000,00
148433|Apartamento na Vila Virginia próximo ao Centro||2|1|1|56|R$ 140.000,00
147413|APARTAMENTO PRÓXIMO À AVENIDA TREZE DE MAIO||1|1|1|41|R$ 140.000,00
146777|Apartamento de 02 quartos para venda - Jardim Vilico Cantarelli|Jardim Vilico Cantarelli|2|1|1|45|R$ 140.000,00
146240|Apartamento de 48m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|48|R$ 140.000,00
144869|Apartamento de 42m² com 02 quartos para venda e locação - Valentina Figueiredo|Valentina Figueiredo|2|1|1|42|R$ 140.000,00
141398|Apartamento de 43m² com 02 quartos para locação - Valentina Figueiredo|Valentina Figueiredo|2|1|1|43|R$ 140.000,00
135302|LINDO APARTAMENTO||2|1|1|47|R$ 140.000,00
127865|KIT PRÓXIMO À AVENIDA INDEPENDÊNCIA||1|1|1|32|R$ 140.000,00
125375|Apartamento - Padrão|Padrão|2|1|1|48|R$ 140.000,00
123971|Apartamento - Padrão|Padrão|2|1|1|45|R$ 140.000,00
121670|KIT NO CENTRO, PRÓXIMO AO COC||1|1|1|34|R$ 140.000,00
115061|Apartamento de 42m² com 02 quartos para venda - Jardim Zara|Jardim Zara|2|1|1|42|R$ 140.000,00
100088|Kitnet de 34m² com 01 quarto - Centro|Centro|1|1|1|34|R$ 140.000,00
70310|EXCELENTE APARTAMENTO PRÓXIMO À USP||1|1|1|32|R$ 140.000,00
173528|APARTAMENTO NO PARQUE RIBEIRÃO||2|1|1|43|R$ 141.000,00
243164|Apartamento térreo de 42m² com 02 quartos para venda - Vitta Heitor Rigon II|Vitta Heitor Rigon II|2|1|1|42|R$ 136.000,00
232616|Apartamento de 42m² com 02 quartos à venda - Jardim José Wilson Toni|Jardim José Wilson Toni|2|1|1|42|R$ 142.000,00
239534|Apartamento de 41m² com 02 quartos à venda - Reserva Real|Reserva Real|2|1|1|41|R$ 144.000,00
225929|Apartamento de 48m² com 02 quartos à venda - Parque São Sebastião|Parque São Sebastião|2|1|2|48|R$ 144.000,00
175244|APARTAMENTO TÉRREO NO QUINTINO FACCI II||2|1|1|42|R$ 144.000,00
120023|Apartamento - Padrão|Padrão|2|1|1|61|R$ 144.000,00
99227|APARTAMENTO NO JOSÉ SAMPAIO||2|1|1|48|R$ 144.000,00
228716|Apartamento de 42m² com 02 quartos à venda - Heitor Rigon|Heitor Rigon|2|1|1|42|R$ 119.000,00
221609|Apartamento de 43m² com 02 quartos à venda - Condomínio Uirapuru|Condomínio Uirapuru|2|1|1|43|R$ 140.000,00
245621|Apartamento 2 quartos a venda Jardim João Rossi||2|1|1|42|R$ 145.000,00
244109|Apartamento de 41m² com 02 quartos à venda - Reserva Real|Reserva Real|2|1|1|41|R$ 145.000,00
243317|Apartamento de 43m² com 02 quartos à venda - Valentina Figueiredo|Valentina Figueiredo|2|1|1|43|R$ 145.000,00
239126|Apartamento de 42m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|42|R$ 145.000,00
237293|Apartamento de 40m² com 02 quartos à venda - Reserva Real|Reserva Real|2|1|1|40|R$ 145.000,00
236216|Apartamento de 43m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|43|R$ 145.000,00
235799|Apartamento de 43m² Térreo com 02 quartos á venda - Jardim Diva Tarla de Carvalho|Jardim Diva Tarla de Carvalho|2|1|1|43|R$ 145.000,00
233396|Apartamento de 43m² com 02 quartos para Venda - Jardim Diva Tarlá de Carvalho|Jardim Diva Tarlá de Carvalho|2|1|1|43|R$ 145.000,00
233096|Apartamento térreo de 37m² com 01 quarto - Alto do Ipiranga|Alto do Ipiranga|1|1|1|37|R$ 145.000,00
222617|Apartamento de 40m² com 02 quartos à venda - Parque dos Pinus|Parque dos Pinus|2|1|1|40|R$ 145.000,00
212219|Apartamento de 43m² com 02 quartos à venda - Jardim Diva Tarlá de Carvalho|Jardim Diva Tarlá de Carvalho|2|1|1|43|R$ 145.000,00
207578|Apartamento de 41.85m² com 2 quartos à venda - Bairro Reserva Real|Bairro Reserva Real|2|1|1|85|R$ 145.000,00
207365|Apartamento de 41m² com 02 quartos à venda - Conjunto Habitacional Sílvio Passalacqua|Conjunto Habitacional Sílvio Passalacqua|2|1|1|41|R$ 145.000,00
199151|APARTAMENTO NO PAULO GOMES||2|1|1|42|R$ 145.000,00
189365|OPORTUNIDADE VITTA VILA VIRGINIA I||2|1|1|49|R$ 145.000,00
186296|EXCELENTE APARTAMENTO NO JARDIM JOSÉ SAMPAIO JUNIOR||2|1|1|42|R$ 145.000,00
183074|APARTAMENTO PRÓXIMO À UNIVERSIDADE BARÃO DE MAUÁ||2|1|1|52|R$ 145.000,00
173705|APARTAMENTO TÉRREO NO PARQUE DOS SERVIDORES||2|1|1|0|R$ 145.000,00
170834|APARTAMENTO NO JARDIM VILICO CANTARELLI||2|1|1|40|R$ 145.000,00
159545|Apartamento - Padrão|Padrão|2|1|1|42|R$ 145.000,00
148451|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|42|R$ 145.000,00
146255|ÓTIMA OPORTUNIDADE!!!||2|1|1|56|R$ 145.000,00
141053|Apartamento de 42m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|42|R$ 145.000,00
112163|Apartamento de 47 m² com 02 quartos - Jardim Paulistano|Jardim Paulistano|2|1|1|47|R$ 130.000,00
185951|APARTAMENTO NO BAIRRO RIBEIRÃO VERDE||2|1|1|42|R$ 146.000,00
233765|Apartamento de 41m² com 02 quartos á venda - Jardim José Sampaio Júnior|Jardim José Sampaio Júnior|2|1|1|41|R$ 140.000,00
244532|Apartamento de 40m² com 2 quartos à venda - Palácio de Versalhes|Palácio de Versalhes|2|1|1|40|R$ 147.000,00
234368|Apartamento de 42m² com 02 quartos à venda - Planalto Verde|Planalto Verde|2|1|1|42|R$ 147.000,00
220316|Apartamento de 43m² com 02 quartos à venda - Jardim Heitor Rigon lll|Jardim Heitor Rigon lll|2|1|1|43|R$ 130.000,00
231314|Apartamento de 43m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|43|R$ 148.000,00
203855|APARTAMENTO TÉRREO À VENDA NO BAIRRO VALENTINA FIGUEIREDO||2|1|1|42|R$ 148.000,00
125096|Apartamento de 02 quartos para locação - Heitor Rigon|Heitor Rigon|2|1|1|42|R$ 130.000,00
245471|Apartamento de 43m² com 02 quartos à venda - Valentina Figueiredo|Valentina Figueiredo|2|1|1|43|R$ 149.000,00
223892|Apartamento de 42m² com 02 quartos à venda - Jardim José Wilson Toni|Jardim José Wilson Toni|2|1|1|42|R$ 149.000,00
223829|Apartamento de 42m² com 02 quartos à venda - Valentina Figueiredo|Valentina Figueiredo|2|1|1|42|R$ 149.000,00
219449|Apartamento de 41m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|41|R$ 149.000,00
167549|Apartamento de 48m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|48|R$ 149.000,00
165956|APARTAMENTO NO CENTRO||1|1|1|40|R$ 149.000,00
151424|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|42|R$ 149.000,00
149369|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|42|R$ 149.000,00
236417|Apartamento de 40m² com 02 quartos à venda - Reserva Real|Reserva Real|2|1|1|40|R$ 149.900,00
182480|Apartamento Porteira fechada de 170m² com 03 suítes à venda - Vila do Golfe|Vila do Golfe|3|5|3|170|R$ 1.950.000,00
212750|Apartamento de 298m² com 04 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|4|7|4|298|R$ 2.490.000,00
231308|Apartamento mobiliado de 278m² com 05 quartos para locação - Ribeirânia|Ribeirânia|5|8|4|278|R$ 2.600.000,00
234722|Apartamento de alto padrão de 292 m² com 03 suítes para locação e venda - Jardim Botânico.|Jardim Botânico|3|7|4|292|R$ 2.800.000,00
223040|Apartamento de 42m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|42|R$ 129.000,00
173258|APARTAMENTO NO PARQUE RIBEIRÃO||2|1|1|60|R$ 130.000,00
186368|Apartamento de 40m² com 02 quartos - Jardim Helena|Jardim Helena|2|1|1|40|R$ 138.000,00
125903|Apartamento de 49m² com 02 quartos à venda - Vila Abranches|Vila Abranches|2|1|1|49|R$ 138.000,00
212540|Apartamento com 48m² com 2 quartos -No Bairro Ipiranga.|No Bairro Ipiranga|2|1|1|48|R$ 140.000,00
122201|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|42|R$ 140.000,00
121835|APARTAMENTO NO CENTRO||1|1|1|34|R$ 140.000,00
192146|LINDO APARTAMENTO NO JARDIM HEITOR RIGON||2|1|1|43|R$ 145.000,00
183395|Exclusividade - Apartamento de 02 dormitórios para locação - Residencial das Américas|Apartamento de 02 dormitórios para locação Residencial das Américas|2|1|1|46|R$ 145.000,00
244703|Apartamento de 41m² com 02 quartos para venda e locação - Conjunto Habitacional Sílvio Passalacqua|Conjunto Habitacional Sílvio Passalacqua|2|1|1|41|R$ 150.000,00
244079|Apartamento de 02 quartos para locação - Lar Itália|Lar Itália|2|1|1|45|R$ 150.000,00
243158|Apartamento de 41m² com 01 quarto à venda - Nova Aliança|Nova Aliança|1|1|1|41|R$ 150.000,00
241511|Apartamento de 42m² com 02 quartos à venda - Planalto Verde|Planalto Verde|2|1|1|42|R$ 150.000,00
240707|Apartamento de 43m² com 02 quartos à venda - Reserva Macaúba|Reserva Macaúba|2|1|1|43|R$ 150.000,00
240683|Apartamento de 52m² com 02 quartos à venda - Jardim Palma Travassos|Jardim Palma Travassos|2|1|1|52|R$ 150.000,00
238103|Apartamento de 42m² com 02 quartos à venda - Planalto Verde|Planalto Verde|2|1|1|42|R$ 150.000,00
237560|Apartamento todo reformado, 2 dormitórios completo com armários, banheiro social com box e espelho, sala de TV, cozinha rica em armários, 1 vaga de garagem. Vista eterna para praça. 2° e último andar Elevador 1 vaga car||2|1|1|48|R$ 150.000,00
235622|Apartamento de 41m² com 02 quartos à venda - Jardim João Rossi|Jardim João Rossi|2|1|1|41|R$ 150.000,00
235337|Apartamento com 41m² com 02 quartos à venda - Reserva Real|Reserva Real|2|1|1|41|R$ 150.000,00
235121|Apartamento com 41m² com 02 quartos à venda - Reserva Real|Reserva Real|2|1|1|41|R$ 150.000,00
234941|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|42|R$ 150.000,00
233882|Apartamento de 48m² com 02 quartos à venda - Quintino Facci II|Quintino Facci II|2|1|1|48|R$ 150.000,00
232940|Apartamento completo em Planejados||2|1|1|45|R$ 150.000,00
231017|Apartamento de 40m² com 02 quartos à venda - Jardim Itaú|Jardim Itaú|2|1|1|40|R$ 150.000,00
230594|Apartamento de 50m² com 02 quartos à venda - Heitor Rigon|Heitor Rigon|2|1|1|50|R$ 150.000,00
225122|Apartamento com 41m² com 02 quartos à venda - Reserva Real|Reserva Real|2|1|1|41|R$ 150.000,00
223220|Apartamento de 46m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|46|R$ 150.000,00
223160|Apartamento de 42m² com 02 quartos à venda - Valentina Figueiredo|Valentina Figueiredo|2|1|1|42|R$ 150.000,00
222128|Apartamento de 42m² com 02 quartos para locação - Jardim Florestan Fernandes|Jardim Florestan Fernandes|2|1|1|42|R$ 150.000,00
220370|Apartamento de 45m² com 02 quartos à venda - Jardim Anhanguera|Jardim Anhanguera|2|1|1|45|R$ 150.000,00
220325|Apartamento de 42m² com 02 quartos para locação e venda - Jardim José Wilson Toni|Jardim José Wilson Toni|2|1|1|42|R$ 150.000,00
217958|Apartamento de 43m² com 02 quartos à venda - Jardim Diva Tarlá de Carvalho|Jardim Diva Tarlá de Carvalho|2|1|1|43|R$ 150.000,00
216647|Apartamento de 41m² com 02 quartos para locação - Reserva Real|Reserva Real|2|1|1|41|R$ 150.000,00
215741|Apartamento de 40m² com 02 quartos à venda - Jardim Ouro Branco|Jardim Ouro Branco|2|1|1|40|R$ 150.000,00
212618|Apartamento 46m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|46|R$ 150.000,00
206204|Apartamento de 42m² com 02 quartos à venda - Quintino Facci II|Quintino Facci II|2|1|1|42|R$ 150.000,00
205442|Apartamento de 39m² com 02 quartos à venda - Residencial das Américas|Residencial das Américas|2|1|1|39|R$ 150.000,00
200360|APARTAMENTO NO JOÃO ROSSI||2|1|1|42|R$ 150.000,00
199847|APARTAMENTO JARDIM MARCHESI||2|1|1|47|R$ 150.000,00
197807|APARTAMENTO 1º ANDAR PARQUE ROMANO||1|1|1|52|R$ 150.000,00
193718|Apartamento - Padrão|Padrão|2|1|1|42|R$ 150.000,00
191246|APARTAMENTO NO JARDIM PAULISTA||1|1|1|38|R$ 150.000,00
184004|APARTAMENTO NO RIBEIRÃO VERDE||2|1|1|42|R$ 150.000,00
183449|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|43|R$ 150.000,00
183446|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|43|R$ 150.000,00
183443|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|43|R$ 150.000,00
183440|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|43|R$ 150.000,00
183437|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|43|R$ 150.000,00
183428|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|43|R$ 150.000,00
183425|APARTAMENTO PRÓXIMO À AVENIDA JOÃO BATISTA DUARTE||2|1|1|43|R$ 150.000,00
183401|APARTAMENTO PRÓXIMO À AVENIDA MARECHAL COSTA E SILVA||2|1|1|42|R$ 150.000,00
181778|Apartamento de 42m² com 02 quartos à venda - Jardim Vilico Cantarelli|Jardim Vilico Cantarelli|2|1|1|42|R$ 150.000,00
180932|APARTAMENTO NO IPIRANGA||2|1|1|49|R$ 150.000,00
180053|Apartamento de 55m² com 02 quartos à venda - Vila Virgínia|Vila Virgínia|2|1|1|55|R$ 150.000,00
176894|APARTAMENTO NO JARDIM DIVA TARLÁ DE CARVALHO||2|1|1|43|R$ 150.000,00
176057|APARTAMENTO NO JARDIM DAS PALMEIRAS||2|1|1|43|R$ 150.000,00
174878|APARTAMENTO NO JARDIM DIVA TARLÁ DE CARVALHO||2|1|1|43|R$ 150.000,00
171656|APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA||2|1|1|48|R$ 150.000,00
168422|APARTAMENTO NO JARDIN ZARA||2|1|1|48|R$ 150.000,00
167933|APARTAMENTO PRÓXIMO À RUA JAVARI||2|1|1|50|R$ 150.000,00
166100|****APARTAMENTO PRÓXIMO AO ATACADÃO****||2|1|1|43|R$ 150.000,00
165971|Kitnet de 34m² com 01 quarto para locação - Centro|Centro|1|1|1|34|R$ 150.000,00
159743|APARTAMENTO PRÓXIMO À VIA NORTE||2|1|1|43|R$ 150.000,00
159731|APARTAMENTO NO HEITOR RIGON||2|1|1|46|R$ 150.000,00
158540|Apartamento de 42,50m² com 02 quartos para locação - Jardim José Wilson Toni|Jardim José Wilson Toni|2|1|1|50|R$ 150.000,00
150566|APARTAMENTO PRÓXIMO Á ROD. ANHANGUERA||2|1|1|42|R$ 150.000,00
148055|Apartamento de 01 quarto para venda - Centro|Centro|1|1|1|39|R$ 150.000,00
144995|APARTAMENTO PRÓXIMO AO SUPERMERCADO MIALICH||2|1|1|43|R$ 150.000,00
144647|APARTAMENTO PRÓXIMO A RODOVIA ANHANGUERA||2|1|1|42|R$ 150.000,00
141452|APARTAMENTO PRÓXIMO À AVENIDA LUIGI ROSIELO||1|1|1|45|R$ 150.000,00
136562|APARTAMENTO NO CENTRO||1|1|1|47|R$ 150.000,00
133106|Apartamento de 63m² com 02 quartos para venda- Jardim Florestan Fernandes.|Jardim Florestan Fernandes|2|1|1|63|R$ 150.000,00
130736|Apartamento - Padrão|Padrão|2|1|1|42|R$ 150.000,00
130199|Apartamento - Padrão|Padrão|2|1|1|41|R$ 150.000,00
125273|Apartamento - Padrão|Padrão|2|1|1|48|R$ 150.000,00
124259|APARTAMENTO NO MONTE ALEGRE||1|1|1|32|R$ 150.000,00
119426|APARTAMENTO NO RESIDENCIAL DAS AMÉRICAS||2|1|1|43|R$ 150.000,00
116726|APARTAMENTO NO JARDIM ITAÚ||2|1|1|44|R$ 150.000,00
116171|APARTAMENTO NO RIBEIRÃO VERDE||2|1|1|60|R$ 150.000,00
115361|Apartamento de 42m² com 02 quartos à venda - Vila Virgínia|Vila Virgínia|2|1|1|42|R$ 150.000,00
113390|Apartamento - Padrão|Padrão|2|1|1|42|R$ 150.000,00
104753|KITNET NO CAMPOS ELÍSEOS||1|1|1|32|R$ 150.000,00
89138|Apartamento de 48m² com com 02 quartos - Quintino Facci II|Quintino Facci II|2|1|1|48|R$ 150.000,00
87446|Apartamento - Padrão|Padrão|2|1|1|50|R$ 150.000,00
74651|Apartamento - Padrão|Padrão|2|1|1|0|R$ 150.000,00
43100|Apartamento de 45m² com 01 quarto - Centro|Centro|1|1|1|45|R$ 150.000,00
224927|Apartamento de 41m² com 02 quartos à venda - Ipiranga|Ipiranga|2|1|1|41|R$ 150.000,00
85805|Apartamento - Padrão|Padrão|2|1|1|0|R$ 151.000,00
142577|APARTAMENTO PRÓXIMO À AVENIDA VIRGILIO SOEIRA||2|1|1|42|R$ 142.000,00
241478|Apartamento de 42m² com 02 quartos à venda - Campos Elíseos|Campos Elíseos|2|1|1|42|R$ 152.000,00
179252|APARTAMENTO NA VILA ABRANCHES||2|1|1|46|R$ 152.000,00
139337|APARTAMENTO NO RESERVA REAL||2|1|1|41|R$ 152.000,00
215147|Apartamento térreo de 42m² com 02 quartos à venda -||2|1|1|42|R$ 153.000,00
154082|APARTAMENTO PRÓXIMO À AVENIDA JOSÉ ANTÔNIO FERRAREZI||2|1|1|41|R$ 153.000,00
