"codigo"|"apartamento"|"bairro_extraido"|"qtd_quartos"|"qtd_banheiros"|"qtd_graragem"|"metragem"|"valor_venda"
213941|Apartamento de 39m² com 02 quartos para locação - Jardim Diva Tarlá de Carvalho|Jardim Diva Tarlá de Carvalho|2|1|1|39|R$ 215.000,00
214370|Apartamento de 43m² com 02 quartos para locação e venda - Reserva Macaúba|Reserva Macaúba|2|1|1|43|R$ 180.000,00
192755|Apartamento de 41m² com 02 quartos para venda e locação - Residencial Jequitibá|Residencial Jequitibá|2|1|1|41|R$ 185.000,00
130730|Apartamento de 42m² com 02 quartos para a locação e venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|42|R$ 140.000,00
141767|Apartamento de 40m² com 02 quartos para locação - Parque dos Pinus|Parque dos Pinus|2|1|1|40|R$ 180.000,00
210416|Apartamento de 43m² com 02 quartos à venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|43|R$ 140.000,00
238052|Apartamento de 48m² com 02 quartos para locação e venda - Parque São Sebastião|Parque São Sebastião|2|1|1|48|R$ 139.000,00
205916|Apartamento de 39m² com 02 quartos para locação - Residencial das Américas|Residencial das Américas|2|1|1|39|R$ 140.000,00
221180|Apartamento de 42m² com 02 quartos para locação e venda - Jardim José Wilson Toni|Jardim José Wilson Toni|2|1|1|42|R$ 140.000,00
201014|Apartamento de 42m² com 02 quartos para locação e venda - Jardim Florestan Fernandes|Jardim Florestan Fernandes|2|1|1|42|R$ 155.000,00
244172|Apartamento de 42m² com 02 quartos para a locação e venda - Recanto das Palmeiras|Recanto das Palmeiras|2|1|1|42|R$ 159.000,00
216002|Apartamento de 41m² com 02 quartos para locação e venda - Reserva Real|Reserva Real|2|1|1|41|R$ 159.000,00
230474|Apartamento de 41m² com 02 quartos para locação e venda - Reserva Real.|Reserva Real|2|1|1|41|R$ 160.000,00
201161|Apartamento de 34m² com 01 quarto à venda e locação - Vila Monte Alegre|Vila Monte Alegre|1|1|1|34|R$ 160.000,00
170090|Apartamento de 65m² com 02 quartos para locação e venda - Planalto verde.|Planalto verde|2|1|1|65|R$ 160.000,00
171029|Apartamento de 02 quartos para locação - Campos Elíseos|Campos Elíseos|2|1|1|47|R$ 165.000,00
201353|Apartamento de 42m² com 02 quartos - Valentina Figueiredo|Valentina Figueiredo|2|1|1|42|R$ 140.000,00
157112|Apartamento de 37m² com 01 quarto para locação e venda - Centro|Centro|1|1|1|37|R$ 170.000,00
122978|Apartamento de 01 quarto para locação - Jardim Paulista|Jardim Paulista|1|1|1|51|R$ 170.000,00
231926|Apartamento de 47m² com 2 dormitórios à venda - Jardim Paulistano|Jardim Paulistano|2|1|1|47|R$ 180.000,00
152066|Apartamento de 02 quartos para locação - Jardim Zara|Jardim Zara|2|1|1|42|R$ 180.000,00
216308|Apartamento de 43m² com 02 quartos para locação - Jardim Interlagos|Jardim Interlagos|2|1|1|43|R$ 198.000,00
235439|Apartamento de 42m² com 02 quartos para locação e venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|42|R$ 199.000,00
237842|Apartamento de 42m² com 02 quartos para locação e venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|42|R$ 200.000,00
205103|Apartamento studio novo de 29m² para locação - Jardim Palma Travassos|Jardim Palma Travassos|1|1|1|29|R$ 200.000,00
205097|Apartamento novo com 01 quarto para locação - Jardim Palma Travassos|Jardim Palma Travassos|1|1|1|29|R$ 200.000,00
177458|Apartamento de 48m² com 02 quartos para locação e venda - Bonfim Paulista|Bonfim Paulista|2|1|1|48|R$ 212.000,00
108008|Apartamento de 46m² com 01 quarto para locação e venda - Centro|Centro|1|1|1|46|R$ 212.000,00
215207|Apartamento de 42m² com 02 quartos para locação - Parque dos Servidores II|Parque dos Servidores II|2|1|1|42|R$ 230.000,00
80627|Apartamento de 52m² com 1 quarto - Vila Seixas|Vila Seixas|1|1|1|52|R$ 235.000,00
67985|Apartamento de 90m² com 03 quartos para locação - Vila Seixas|Vila Seixas|3|2|1|90|R$ 240.000,00
234554|Apartamento de 48m² com 02 quartos para locação e venda - Parque das Oliveiras II|Parque das Oliveiras II|2|1|1|48|R$ 280.000,00
117233|Apartamento de 140m² com 03 quartos para locação - Centro|Centro|4|3|2|140|R$ 330.000,00
105212|Apartamento de 93m² com 03 quartos à venda - Jardim Botânico|Jardim Botânico|3|3|2|93|R$ 880.000,00
184061|Apartamento de 152m² com 03 suítes à venda - Nova Aliança|Nova Aliança|3|5|2|152|R$ 900.000,00
126362|Apartamento de 123m² com 03 suíte para locação e venda - Jardim Botânico|Jardim Botânico|3|4|2|123|R$ 970.000,00
235106|Apartamento mobiliado de 82m² com 02 suítes para a locação e venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|2|3|2|82|R$ 999.900,00
236759|Apartamento de 108m² com 03 suítes para locação e venda - Jardim Olhos d´agua|Jardim Olhos d´agua|3|4|2|108|R$ 1.000.000,00
222119|Apartamento de 152m² com 03 suítes à venda - Nova Aliança|Nova Aliança|3|5|2|152|R$ 1.000.000,00
217214|Apartamento de 109m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|2|109|R$ 1.000.000,00
188555|Apartamento de 144m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|5|2|144|R$ 1.000.000,00
152996|Apartamento de 117m² com 02 suítes á venda - Jardim Botânico|Jardim Botânico|2|3|2|117|R$ 1.000.000,00
126275|Apartamento de 173m² com 03 quartos à venda - Centro|Centro|4|5|2|173|R$ 1.000.000,00
116618|Apartamento de 108m² com 03 suítes para locação e venda - Bosque das Juritis|Bosque das Juritis|3|4|2|108|R$ 1.000.000,00
109745|Apartamento - Padrão|Padrão|3|5|2|0|R$ 1.000.000,00
105068|Apartamento de 135m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|4|2|135|R$ 1.000.000,00
92237|Apartamento de 187m² com 04 quartos - Vila Seixas|Vila Seixas|5|5|3|187|R$ 1.000.000,00
69101|Apartamento de 143m² com 03 quartos à venda - Jardim Irajá|Jardim Irajá|3|3|2|143|R$ 1.000.000,00
62645|Apartamento de 112m² com 03 quartos à venda - Bosque das Juritis|Bosque das Juritis|3|3|2|112|R$ 1.000.000,00
187421|Apartamento de 131m² com 03 suítes à venda - Nova Aliança|Nova Aliança|3|5|4|131|R$ 980.000,00
224480|Apartamento de 126m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|2|126|R$ 1.012.490,00
243176|Apartamento de 131m² com 03 suítes à venda - Ribeirânia|Ribeirânia|3|4|2|131|R$ 990.000,00
175982|Apartamento de 367m² com 04 quartos à venda -||4|5|2|367|R$ 1.015.000,00
218282|Apartamento de 126m² com 03 suítes à venda - Residencial Alto do Ipê|Residencial Alto do Ipê|3|4|3|126|R$ 1.010.000,00
200219|Apartamento de 134m² com 03 quartos à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|4|2|134|R$ 1.026.000,00
243743|Apartamento de 121m² com 03 suítes à venda - Nova Aliança|Nova Aliança|3|4|2|121|R$ 1.030.000,00
224483|Apartamento de 126m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|4|126|R$ 1.038.561,00
216524|Apartamento térreo de 40m² com 02 quartos para locação e venda - Jardim Ouro Branco|Jardim Ouro Branco|2|1|1|40|R$ 170.000,00
238496|Apartamento 132m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|5|2|132|R$ 1.050.000,00
235040|Apartamento de 151m² com 03 suítes para venda - Jardim Irajá|Jardim Irajá|3|5|1|151|R$ 1.050.000,00
217499|Apartamento de 131m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|3|131|R$ 1.050.000,00
169745|Apartamento de 72m² com 01 suíte à venda - Jardim Botânico|Jardim Botânico|1|2|2|72|R$ 1.050.000,00
92537|Apartamento de 131m² com 03 quartos para venda - Nova Aliança|Nova Aliança|3|4|2|131|R$ 1.050.000,00
163445|Apartamento de 40m² com com 02 quartos para locação e venda - Parque dos Pinus|Parque dos Pinus|2|1|1|40|R$ 127.700,00
187214|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|3|4|2|118|R$ 1.059.324,14
204887|Apartamento de 252m² com 05 quartos à venda - Centro de Ribeirão Preto|Centro de Ribeirão Preto|5|5|3|252|R$ 970.000,00
203357|Apartamento de 123m² com 3 quartos - jardim Irajá|jardim Irajá|3|3|2|123|R$ 1.060.000,00
144548|Apartamento de 131m² com 03 suítes para locação _ Jardim Nova Aliança||3|5|2|131|R$ 1.060.000,00
221762|Apartamento de 100m² com 03 quartos sendo 01 suíte à venda - Condomínio Itamaraty|Condomínio Itamaraty|3|3|2|100|R$ 1.065.000,00
118910|Apartamento de 133m² com 03 quartos à venda - Nova Aliança|Nova Aliança|3|5|2|133|R$ 1.066.000,00
224453|Apartamento de 126m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|2|126|R$ 1.066.945,00
239864|Apartamento de 132m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|4|2|132|R$ 1.070.000,00
239480|Apartamento de 137m² com 03 suítes para locação e venda - Jardim Irajá|Jardim Irajá|3|5|2|137|R$ 1.080.000,00
214910|Apartamento de 202m² com 04 quartos para venda e locação - Jardim Irajá|Jardim Irajá|4|5|3|202|R$ 1.080.000,00
81425|Apartamento de 139m² com 03 suítes para locação e venda - Bosque das Juritis|Bosque das Juritis|3|5|2|139|R$ 1.065.000,00
214967|Apartamento de 113m² com 03 suítes à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|4|2|113|R$ 1.091.310,00
163508|Apartamento de 126m² com 03 quartos à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|4|2|126|R$ 1.096.978,90
177707|Apartamento de 42m² com 02 quartos para locação e venda - Residencial Parque dos Servidores|Residencial Parque dos Servidores|2|1|1|42|R$ 191.000,00
172091|Apartamento de 48m² com 02 quartos - Bonfim Paulista|Bonfim Paulista|2|1|1|48|R$ 170.000,00
200132|Apartamento de 46m² com 02 quartos para locação e venda - Ipiranga|Ipiranga|2|1|1|46|R$ 190.000,00
219623|Apartamento de 39m² com 02 quartos para locação e venda - Residencial das Américas|Residencial das Américas|2|1|1|39|R$ 115.000,00
230963|Apartamento de 43m² com 02 quartos á venda e locação - Vitta Heitor Rigon III|Vitta Heitor Rigon III|2|1|1|43|R$ 120.000,00
202475|Apartamento de 42 m² com 2 quartos - Vila Pompeia|Vila Pompeia|2|1|1|42|R$ 137.800,00
235241|Apartamento de 41m² com 02 quartos para venda e locação - Conjunto Habitacional Sílvio Passalacqua|Conjunto Habitacional Sílvio Passalacqua|2|1|1|41|R$ 160.000,00
219830|Apartamento de 43m² com 02 quartos para locação e venda - Jardim Heitor Rigon|Jardim Heitor Rigon|2|1|1|43|R$ 160.000,00
83258|Apartamento de 49m² com 01 quarto à venda - Bairro Jardim Macedo|Bairro Jardim Macedo|1|1|1|49|R$ 150.000,00
130712|APARTAMENTO PRÓXIMO À RUA TAPAJÓS||2|1|1|7|R$ 170.000,00
208166|Apartamento de 41m² com 02 quartos à venda condomínio Palácio Imperial - Reserva Real|Reserva Real|2|1|1|41|R$ 160.000,00
155732|APARTAMENTO PRÓXIMO À AVENIDA CARAMURU||2|1|1|49|R$ 179.900,00
129248|Apartamento de 01 quarto para locação - Ribeirânia|Ribeirânia|1|1|1|46|R$ 191.000,00
210011|Apartamento de 46m² com 02 quartos para locação e venda - Reserva Sul|Reserva Sul|2|1|1|46|R$ 215.000,00
66623|Apartamento de 58m² com 02 quartos para locação para venda - Jardim Paulista|Jardim Paulista|2|1|1|58|R$ 270.000,00
220703|Apartamento de 43m² com 02 quartos para locação - Recreio das Acácias|Recreio das Acácias|2|1|1|43|R$ 280.000,00
154085|Apartamento de 41m² com 01 quarto para venda e locação - Vila Seixas|Vila Seixas|1|1|1|41|R$ 300.000,00
210455|Apartamento de 369m² e 4 quartos à venda - Centro|Centro|4|6|3|369|R$ 1.000.000,00
133931|Apartamento de 126m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|4|2|126|R$ 1.049.000,00
223526|Apartamento de 111m² com 02 quartos sendo 01 suíte para venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|2|2|2|111|R$ 1.080.000,00
124619|Apartamento de 252m² com 04 quartos à venda - Centro|Centro|4|4|3|252|R$ 960.000,00
138428|Apartamento de 144m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|5|2|144|R$ 990.000,00
245603|Apartamento de 135m² com 03 suítes à venda - Bosque das Juritis|Bosque das Juritis|4|5|2|135|R$ 1.100.000,00
244397|Apartamento de 132m² com 03 suítes para venda e locação - Jardim Olhos D` Água|Jardim Olhos D Água|3|4|3|132|R$ 1.100.000,00
216764|Apartamento de 107m² com 04 quartos para locação - Jardim Botânico|Jardim Botânico|4|3|2|107|R$ 1.100.000,00
215852|Apartamento de 100m² com 03 quartos para locação - Jardim Botânico|Jardim Botânico|3|3|2|100|R$ 1.100.000,00
211025|Apartamento de 106m² com 03 quartos para locação - Jardim Botânico|Jardim Botânico|3|3|2|106|R$ 1.100.000,00
209360|Apartamento de 112m² com 02 suítes para locação e venda - Bosque das Juritis|Bosque das Juritis|2|3|2|112|R$ 1.100.000,00
207821|Apartamento de 180m² com 03 quartos à venda - Jardim Irajá|Jardim Irajá|3|4|2|180|R$ 1.100.000,00
197624|Apartamento de 442m² com 04 quartos para locação e venda - Centro|Centro|4|5|4|442|R$ 1.100.000,00
167921|Apartamento de 113m² com 03quartos para venda - Jardim Olhos d`água|Jardim Olhos dágua|3|3|2|113|R$ 1.100.000,00
157028|Apartamento de 118m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|2|118|R$ 1.100.000,00
152153|Apartamento de 03 quartos para venda - Parque dos Bandeirantes|Parque dos Bandeirantes|3|3|2|158|R$ 1.100.000,00
133478|Apartamento de 279m² com 04 quartos - Centro|Centro|4|4|3|279|R$ 1.100.000,00
111635|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|4|3|2|118|R$ 1.100.000,00
96611|Apartamento de 176m² com 03 quartos à venda - Jardim São Luiz|Jardim São Luiz|3|4|3|176|R$ 1.100.000,00
223538|Apartamento de 134m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|2|134|R$ 1.106.730,00
111689|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|3|4|2|118|R$ 1.107.475,29
137414|APARTAMENTO NO CENTRO||3|3|1|103|R$ 500.000,00
184151|Apartamento de 131m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|2|131|R$ 1.113.000,00
220601|Apartamento de 143m² com 03 suítes para locação e venda - Nova Aliança|Nova Aliança|3|5|2|143|R$ 1.115.000,00
168197|Apartamento de 124m² com 03 suítes à venda - Jardim Canadá|Jardim Canadá|3|4|3|124|R$ 1.116.751,72
187220|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|3|4|2|118|R$ 1.081.540,80
241955|Apartamento de 56m² com 02 quartos sendo 01 suíte para locação e venda - Chácaras Pedro Corrêa de Carvalho|Chácaras Pedro Corrêa de Carvalho|2|2|1|56|R$ 230.000,00
107810|Apartamento de 155m² com 03 suítes à venda - Bosque das Juritis|Bosque das Juritis|3|5|3|155|R$ 1.139.000,00
139007|Apartamento de 134m² com 04 quartos à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|4|3|2|134|R$ 1.013.175,00
240650|Apartamento de 127m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|4|2|127|R$ 1.140.000,00
188027|Apartamento de 122m² com 03 quartos à venda - Jardim Ilhas do Sul|Jardim Ilhas do Sul|3|4|2|122|R$ 1.148.402,12
222506|Apartamento de 42m² com 02 quartos para venda e locação - Valentina Figueiredo|Valentina Figueiredo|2|1|1|42|R$ 140.000,00
163343|APARTAMENTO PRÓXIMO AO ATACADÃO||2|1|1|42|R$ 165.000,00
234455|Apartamento de 139m² com 03 suítes á venda - Bosque das Juritis|Bosque das Juritis|3|5|2|139|R$ 1.080.000,00
203699|Apartamento de 151m² com 03 suítes à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|5|2|151|R$ 1.080.000,00
237476|Apartamento de 132m² com 03 suítes à venda- Jardim Botânico|Jardim Botânico|3|4|2|132|R$ 1.150.000,00
233153|Apartamento de 110m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|2|110|R$ 1.150.000,00
230201|Apartamento padrão de 158m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|5|2|158|R$ 1.150.000,00
118904|Apartamento de 143m² com 03 suítes à venda - Nova Aliança|Nova Aliança|3|5|2|143|R$ 1.153.000,00
163265|Apartamento de 134m² com 04 quartos à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|4|3|2|134|R$ 1.133.325,00
187217|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|3|4|2|118|R$ 1.155.626,30
187211|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|3|4|2|118|R$ 1.155.626,30
227678|Apartamento de 153m² com 04 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|4|6|3|153|R$ 1.156.374,00
217121|Apartamento de 133m² com 03 suítes à venda - Nova Aliança|Nova Aliança|3|4|2|133|R$ 1.158.096,00
163016|Apartamento de 113m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|2|3|2|113|R$ 999.000,00
191765|Apartamento de 200m² com 05 quartos à venda - Jardim Irajá|Jardim Irajá|5|5|3|200|R$ 1.160.000,00
209111|Apartamento de 139m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|3|4|2|139|R$ 1.166.000,00
237920|Apartamento de 139m² com 03 suítes à venda - Bosque das Juritis|Bosque das Juritis|3|5|2|139|R$ 1.170.000,00
228143|Apartamento de 80m² com 02 suítes para locação - Jardim Olhos D`Água|Jardim Olhos DÁgua|2|3|2|80|R$ 1.170.000,00
242723|Apartamento de 155m² com 03 suítes à venda - Bosque das Juritis|Bosque das Juritis|3|5|3|155|R$ 1.180.000,00
219983|Apartamento de 186m² com 03 suítes à venda - Nova Aliança|Nova Aliança|4|5|3|186|R$ 1.180.000,00
228299|Apartamento de 41m² com 02 quartos para venda e locação - Conjunto Habitacional Sílvio Passalacqua|Conjunto Habitacional Sílvio Passalacqua|2|1|1|41|R$ 149.000,00
201677|Apartamento de 44m² com 2 quartos para locação e venda - Nova Califórnia|Nova Califórnia|2|1|1|44|R$ 150.000,00
99863|Apartamento duplex de 41m² com 01 quarto para venda e locação - Centro|Centro|1|1|1|41|R$ 170.000,00
115106|Apartamento de 02 quartos para locação - Jardim Independência|Jardim Independência|2|1|1|59|R$ 250.000,00
106151|Apartamento de 62m² com 02 quartos para locação e venda - Palmares|Palmares|2|2|2|62|R$ 270.000,00
208811|Apartamento de 58m² com 02 quartos para locação - Parque dos Servido|Parque dos Servido|2|2|1|58|R$ 300.000,00
179669|Apartamento de 56m² com 02 quartos para locação - Pedro Correa de Carvalho|Pedro Correa de Carvalho|2|2|1|56|
223070|Apartamento de 44m² 02 quartos para locação - Geraldo Correia de Carvalho|Geraldo Correia de Carvalho|2|1|1|44|R$ 135.000,00
151295|Apartamento de 46m² com 02 quartos para locação - Ipiranga|Ipiranga|2|1|1|46|R$ 149.000,00
201302|Apartamento de 40m² com 02 quartos para venda e locação - Jardim Ouro Branco|Jardim Ouro Branco|2|1|1|40|R$ 140.000,00
226037|Apartamento de 43m² com 02 quartos à venda - Reserva Macaúba|Reserva Macaúba|2|1|1|43|R$ 155.000,00
232007|Apartamento de 46m² com 02 quartos para locação e venda - Parque São Sebastião|Parque São Sebastião|2|1|1|46|R$ 175.000,00
238904|Apartamento de 41m² com 02 quartos para locação - Residencial Jequitibá|Residencial Jequitibá|2|1|1|41|R$ 180.000,00
140438|Apartamento de 40m² com 2 quartos para locação e venda - Jardim Zara I|Jardim Zara I|2|1|1|40|R$ 191.000,00
222980|Apartamento de 47m² com 02 quartos para locação e venda - Jardim José Figueira|Jardim José Figueira|2|1|1|47|R$ 200.000,00
213800|Apartamento de 69m² com 02 quartos para locação - Jardim Anhanguera|Jardim Anhanguera|2|2|1|69|R$ 200.000,00
151487|Apartamento de 59m² com 2 quartos á venda - Parque Industrial Lagoinha|Parque Industrial Lagoinha|2|1|1|59|R$ 240.000,00
92387|Apartamento de 68m² com 03 quartos para locação e venda - Centro|Centro|3|3|1|68|R$ 243.000,00
196271|Apartamento de 69m² com 01 quarto para locação - Centro|Centro|1|1|1|69|R$ 248.000,00
233861|Apartamento de 50m² com 02 quartos para locação e venda - Geraldo Corre de Carvalho|Geraldo Corre de Carvalho|2|1|1|50|R$ 280.000,00
198557|Apartamento de 43m² com 02 quartos para locação - Reserva Macaúba|Reserva Macaúba|2|1|1|43|R$ 340.000,00
166865|Apartamento mobiliado de 55m² com 01 quarto para locação - Centro|Centro|1|1|1|55|R$ 350.000,00
61970|APARTAMENTO NO CENTRO||3|2|1|85|R$ 360.000,00
220997|Apartamento de 199m² com 04 quartos sendo 01 suíte para locação - Centro|Centro|4|3|1|199|R$ 380.000,00
192131|Apartamento de 100m² com 2 suítes para venda e locação - Jardim Nova Aliança|Jardim Nova Aliança|2|3|2|100|R$ 1.100.000,00
111674|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|3|3|2|118|R$ 1.180.000,00
182612|Apartamento de 317m² com 04 quartos à venda - Centro|Centro|4|6|3|317|R$ 980.000,00
244712|Casa sobrado de 175m² com 03 suítes para venda - San Marco|San Marco|3|4|4|175|R$ 1.200.000,00
233594|Apartamento de 131m² com 03 suítes à venda - Jardim Olhos d`Água|Jardim Olhos dÁgua|3|4|3|131|R$ 1.200.000,00
228896|Apartamento de 80m² com 02 suítes à venda - Vila do Golfe|Vila do Golfe|2|3|2|80|R$ 1.200.000,00
218345|Apartamento de 109m² com 03 suítes para locação - Plazas de España|Plazas de España|3|4|2|109|R$ 1.200.000,00
212186|Apartamento de 154m² com 03 suítes à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|5|3|154|R$ 1.200.000,00
207650|Apartamento de 139m² mobilado com 04 quartos - Jardim São Luiz|Jardim São Luiz|4|4|2|139|R$ 1.200.000,00
204470|Apartamento de 202m² com 03 suítes à venda - Jardim Irajá|Jardim Irajá|4|6|4|202|R$ 1.200.000,00
198779|Apartamento de 202m² com 03 suítes e 03 vagas - Jardim Irajá|Jardim Irajá|3|5|3|202|R$ 1.200.000,00
179318|Apartamento de 108m² com 03 quartos à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|3|2|108|R$ 1.200.000,00
170243|Apartamento de 125m² com 03 suítes à venda - Jardim Canadá|Jardim Canadá|3|4|3|125|R$ 1.200.000,00
111728|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|4|3|2|118|R$ 1.200.000,00
111671|Apartamento de 118m² com 03 suítes à venda - Jardim Saint Gerard|Jardim Saint Gerard|4|3|2|118|R$ 1.200.000,00
107384|Apartamento de 108m² com 03 quartos para locação e venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|3|2|108|R$ 1.200.000,00
36107|Apartamento de 228m² com 04 quartos à venda - Jardim Irajá|Jardim Irajá|4|5|4|228|R$ 1.200.000,00
138995|Apartamento de 134m² com 03 suítes à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|3|2|134|R$ 1.115.775,00
229199|Apartamento 154m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|6|3|154|R$ 1.205.000,00
223592|Apartamento de 151m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|2|151|R$ 1.211.830,00
227708|Apartamento de 153m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|3|153|R$ 1.218.186,00
227699|Apartamento de 153m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|3|153|R$ 1.218.186,00
227681|Apartamento de 153m² com 04 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|4|6|3|153|R$ 1.218.186,00
196637|Apartamento de 252m² com 04 quartos à venda - Centro|Centro|4|4|3|252|R$ 1.060.000,00
210167|Apartamento de 132m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|5|2|132|R$ 1.220.000,00
201029|Apartamento de 194m² com 03 suítes - Jardim Botânico|Jardim Botânico|3|5|3|194|R$ 1.223.600,00
220700|Apartamento de 126m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|2|126|R$ 1.225.000,00
203183|Apartamento de 163m² com 03 quartos à venda - Jardim Botânico|Jardim Botânico|3|4|3|163|R$ 1.230.000,00
178877|Apartamento de 151m² com 03 suítes à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|5|2|151|R$ 1.211.830,00
178871|Apartamento de 151m² com 03 suítes à venda - Jardim Olhos D`Água II|Jardim Olhos DÁgua II|3|5|2|151|R$ 1.231.133,00
152855|Apartamento de 139m² com 04 quartos à venda - Jardim Canadá|Jardim Canadá|4|4|2|139|R$ 1.242.000,00
238637|Apartamento 126m² com 03 suítes à venda - Alto do Ipê|Alto do Ipê|3|4|3|126|R$ 1.190.000,00
243818|Apartamento de 132m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|4|2|132|R$ 1.249.000,00
210965|Apartamento de 48m² com 02 quartos para locação e venda - Parque das Oliveiras|Parque das Oliveiras|2|1|1|48|R$ 350.000,00
223334|Apartamento de 126m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|5|2|126|R$ 1.219.000,00
88103|Apartamento de 107m² com 03 quartos para locação e venda - Centro|Centro|3|2|1|107|R$ 360.000,00
237773|Apartamento de 132m² com 03 suítes à venda - Jardim Botânico|Jardim Botânico|3|4|2|132|R$ 1.250.000,00
224297|Apartamento de 134m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|2|134|R$ 1.250.000,00
220622|Apartamento de 171m² com 03 suítes à venda - Nova Aliança|Nova Aliança|3|5|2|171|R$ 1.250.000,00
215528|Apartamento de 153m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|3|153|R$ 1.250.000,00
215432|Apartamento de 252m² com 03 suítes à venda - Centro|Centro|4|5|3|252|R$ 1.250.000,00
210833|Apartamento de 155m² com 03 suítes à venda - Bosque das Juritis|Bosque das Juritis|3|5|3|155|R$ 1.250.000,00
208883|Apartamento de 160m² com 03 suítes para locação - Jardim Botânico|Jardim Botânico|4|5|3|160|R$ 1.250.000,00
126758|Apartamento de 152m² com 03 suítes à venda - Jardim Nova Aliança|Jardim Nova Aliança|3|4|2|152|R$ 1.250.000,00
111830|Apartamento - Padrão|Padrão|4|4|2|148|R$ 1.250.000,00
163136|Apartamento de 151m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|4|2|151|R$ 1.253.964,00
221126|Apartamento de 158m² com 03 suítes à venda - Jardim Olhos D`Água|Jardim Olhos DÁgua|3|5|2|158|R$ 1.259.925,00
215969|Apartamento de 83m² com 02 suítes à venda - Jardim Botânico|Jardim Botânico|2|3|2|83|R$ 1.260.000,00
