codigo,apartamento,qtd_quartos,qtd_banheiros,qtd_garagem,metragem,bairro,valor_venda
188021.0,Apartamento de 122m² com 03 quartos à venda   Jardim Ilhas do Sul,3.0,4.0,2.0,122.0,Jardim Ilhas do Sul,1332696.89
235106.0,Apartamento mobiliado de 82m² com 02 suítes para a locação e venda   Jardim Olhos D`Água,2.0,3.0,2.0,82.0,Jardim Olhos DAgua,999900.0
134039.0,* Excelente Oportunidade *,2.0,2.0,1.0,59.0,Vila Monte Alegre,260000.0
164048.0,Apartamento de 146m² com 04 quartos para locação e venda   Jardim São Luiz,4.0,4.0,3.0,146.0,Jardim Sao Luiz,742000.0
236087.0,Apartamento de 83m² com 02 quartos para locação   Vila Tibério,2.0,2.0,1.0,83.0,Vila Tiberio,240000.0
162665.0,Apartamento   Padrão,2.0,1.0,1.0,43.0,Jardim Diva Tarla de Carvalho,140000.0
217022.0,Apartamento de 83m² com 02 suítes à venda   Residencial Greenville,2.0,3.0,1.0,83.0,Residencial Greenville,390000.0
243095.0,Apartamento de 42m² com 01 quarto à venda   Jardim Sumaré,1.0,1.0,1.0,42.0,Jardim Sumare,395000.0
232796.0,Apartamento de 43m² com 02 quartos à venda   Jardim Heitor Rigon,2.0,1.0,1.0,43.0,Jardim Heitor Rigon,200000.0
212870.0,Apartamento de 55m² com 02 quartos à venda   Vila Virginia,2.0,1.0,1.0,55.0,Vila Virginia,230000.0
220016.0,Apartamento de 63m² com 03 quartos à venda   Jardim |nhanguera,3.0,2.0,1.0,63.0,Jardim Anhanguera,185000.0
174620.0,APARTAMENTO NA VILA ANA MARIA,2.0,2.0,1.0,56.0,Vila Ana Maria,450000.0
238916.0,Apartamento mobiliado de 73m² com 02 quartos à venda   Bosque das Juritis,2.0,1.0,1.0,73.0,Bosque das Juritis,770000.0
202820.0,Apartamento de 55m² com 02 quartos à venda   Residencial e Comercial Palmares,2.0,2.0,1.0,55.0,Residencial e Comercial Palmares,190000.0
188579.0,EXCELENTE APARTAMENTO PRÓXIMO Á AVENIDA INDEPENDÊNCIA,3.0,1.0,1.0,132.0,Vila Seixas,500000.0
197975.0,Apartamento de 209m² com 04 suítes à venda   Centro,4.0,5.0,2.0,209.0,Centro,850000.0
154268.0,Apartamento de 42m² com 02 quartos à venda   Jardim Florestan Fernandes,2.0,1.0,1.0,42.0,Jardim Florestan Fernandes,190000.0
200033.0,Apartamento de 75m² com 02 quartos à venda   Bairro Vila Amélia,2.0,2.0,1.0,75.0,Vila Amelia,550000.0
201302.0,Apartamento de 40m² com 02 quartos para venda e locação   Jardim Ouro Branco,2.0,1.0,1.0,40.0,Jardim Ouro Branco,140000.0
166151.0,APARTAMENTO PRÓXIMO AO RIBEIRÃO SHOPPING,1.0,1.0,1.0,54.0,Vila Ana Maria,400000.0
202685.0,Apartamento de 73m² com 02 quartos à venda   Ribeirânia,2.0,2.0,1.0,73.0,Ribeirania,460000.0
225296.0,Apartamento de 56m² com 02 quartos à venda   Alto do Ipiranga,2.0,1.0,1.0,56.0,Alto do Ipiranga,270000.0
192017.0,Apartamento de 93m² com 03 quartos para locação   Santa Cruz do José Jacques,3.0,2.0,2.0,93.0,Santa Cruz do Jose Jacques,580000.0
245582.0,Apartamento mobiliado de 104m² com 03 suítes para venda e locação   Vila do golf,3.0,4.0,2.0,104.0,Vila do Golf,750000.0
48581.0,Apartamento de 38m² com 01 quarto à venda   Presidente Medice,1.0,1.0,1.0,38.0,Presidente Medici,165000.0
189368.0,Apartamento duplex de 92m² com 03 quartos   Vila Recreio,3.0,2.0,1.0,92.0,Vila Recreio,290000.0
154019.0,Apartamento de 131m² com 03 quartos à venda   Jardim Irajá,3.0,4.0,2.0,131.0,Jardim Iraja,780000.0
208265.0,Apartamento de 254m² com 03 suítes à venda   Jardim Olhos D`Água,3.0,5.0,4.0,254.0,Jardim Olhos DAgua,2500000.0
239807.0,Apartamento de 100m² com 03 quartos sendo 01 suíte à venda   Centro,3.0,3.0,1.0,100.0,Centro,400000.0
88367.0,Apartamento de 03 quartos para locação   Jardim Botânico,3.0,2.0,2.0,75.0,Jardim Botanico,600000.0
25931.0,APARTAMENTO PRÓXIMO A AVENIDA CASTELO BRANCO,1.0,1.0,1.0,35.0,Parque Industrial Lagoinha,170000.0
125777.0,Apartamento de 32m² 01 quarto para locação   Bonfim Paulista,1.0,1.0,1.0,32.0,Loteamento Santa Marta,200000.0
222572.0,Apartamento de 47m² com 02 quartos à venda   Jardim Manoel Penna,2.0,1.0,1.0,47.0,Jardim Manoel Penna,212000.0
87560.0,Apartamento de 02 quartos para locação   Jd. Presidente Médici,2.0,1.0,1.0,72.0,Presidente Medici,210000.0
84635.0,Apartamento de 59m² com 02 quartos sendo 01 suíte à venda   Residencial Flórida,2.0,2.0,2.0,59.0,Residencial Florida,320000.0
139196.0,Apartamento de 02 dormitórios   Ipiranga,2.0,1.0,1.0,52.0,Ipiranga,187000.0
242120.0,Apartamento de 42m² com 02 quartos à venda   Jardim Zara,2.0,1.0,1.0,42.0,Jardim Zara,110000.0
225467.0,Apartamento   Padrão,4.0,6.0,4.0,243.0,Jardim Ilhas do Sul,2000000.0
97643.0,Apartamento de 93m² com 03 quartos à venda   Santa Cruz do José Jacques,3.0,1.0,2.0,93.0,Santa Cruz do Jose Jacques,610000.0
191894.0,APARTAMENTO PRÓXIMO À AVENIDA CASTELO BRANCO,1.0,1.0,1.0,41.0,Jardim Castelo Branco,170000.0
193187.0,Apartamento de 50m² com 02 quartos à venda   Jardim Novo Mundo,2.0,1.0,1.0,50.0,Jardim Novo Mundo,320000.0
165350.0,Apartamento de 42m² com 02 quartos para venda   Jardim José Wilson Toni,2.0,1.0,1.0,42.0,Jardim Jose Wilson Toni,224000.0
223862.0,Apartamento de 64m² com 02 quartos sendo 01 suíte à venda   Jardim Itaporã,2.0,2.0,1.0,64.0,Jardim Itapora,248000.0
232727.0,Apartamento de 61m² com 2 quartos á venda Nova Aliança,2.0,2.0,1.0,61.0,Nova Alianca,350000.0
131231.0,Apartamento   Padrão,2.0,3.0,2.0,88.0,Nova Alianca,550000.0
237113.0,Apartamento de 41m² com 02 quartos à venda   Reserva Real,2.0,1.0,1.0,41.0,Reserva Real,179000.0
223412.0,Apartamento de 52m² com 02 quartos à venda   Alto do Ipiranga,2.0,1.0,1.0,52.0,Alto do Ipiranga,255000.0
131507.0,Apartamento de 62m² com 03 quartos à venda   Alto do Ipiranga,3.0,2.0,1.0,62.0,Alto do Ipiranga,320000.0
63581.0,Apartamento com 72m² com 3 quartos à venda   Parque dos Bandeirantes,3.0,2.0,1.0,72.0,Parque dos Bandeirantes,220000.0
223772.0,Apartamento de 67m² com 02 quartos sendo 01 suíte à venda   Ipiranga,2.0,2.0,1.0,67.0,Alto do Ipiranga,190000.0
126611.0,APARTAMENTO NO JARDIM SANTA CECILIA,2.0,1.0,1.0,49.0,Jardim Santa Cecilia,180000.0
202331.0,Apartamento no Monte Alegre com 64 m²,3.0,2.0,1.0,64.0,Vila Monte Alegre,370000.0
198470.0,LINDO APARTAMENTO PARQUE DAS ROSEIRAS NO IPIRANGA,2.0,1.0,1.0,41.0,Ipiranga,165000.0
98870.0,Apartamento de 81m² com 03 quartos para venda   Sumarezinho,3.0,2.0,1.0,81.0,Sumarezinho,320000.0
171650.0,APARTAMENTO NA VILA TIBÉRIO,2.0,2.0,2.0,80.0,Vila Tiberio,360000.0
174446.0,APARTAMENTO NO QUINTINO FACCI II,2.0,1.0,1.0,52.0,Chacaras Pedro Correa de Carvalho,220000.0
237287.0,Apartamento de 42m² com 02 quartos   Vila Abranches,2.0,1.0,1.0,42.0,Vila Abranches,160000.0
135722.0,Apartamento de 103m² com 03 quartos sendo 01 suíte para locação e venda   Vila Seixas,3.0,3.0,2.0,103.0,Vila Seixas,420000.0
221957.0,Apartamento de 66m² com 03 quartos sendo 01 suíte à venda   Parque Industrial Lagoinha,3.0,2.0,1.0,66.0,Parque Industrial Lagoinha,245000.0
226496.0,Apartamento de 82m² com 02 quartos à venda   Jardim Nova Aliança Sul,2.0,2.0,2.0,82.0,Jardim Nova Alianca Sul,520000.0
209843.0,Apartamento de 53m² à venda   Residencial Greenville,2.0,2.0,1.0,53.0,Residencial Greenville,255000.0
240563.0,Apartamento de 168m² com 04 quartos para locação e venda   Centro,4.0,2.0,1.0,168.0,Centro,350000.0
213854.0,Apartamento térreo de 40m² com 02 quartos à venda   Jardim Cybelli,2.0,1.0,1.0,40.0,Jardim Cybelli,195000.0
158195.0,Apartamento de 72m² com 03 quartos para venda   Presidente Médici,3.0,1.0,1.0,72.0,Presidente Medici,300000.0
108008.0,Apartamento de 46m² com 01 quarto para locação e venda   Centro,1.0,1.0,1.0,46.0,Centro,212000.0
240545.0,Apartamento de 48m² com 02 quartos à venda   Jardim São Fernando,2.0,1.0,1.0,48.0,Jardim Sao Fernando,200000.0
59888.0,APARTAMENTO PRÓXIMO À AVENIDA JERÔNIMO GONÇALVES,3.0,2.0,2.0,99.0,Vila Tiberio,636000.0
161981.0,More na Nova Fiusa   TRIADE FIUSA HOME RESORT,2.0,2.0,1.0,55.0,Jardim Olhos DAgua,421498.0
219350.0,Apartamento de 54m² com 02 quartos à venda   Ipiranga,2.0,1.0,1.0,54.0,Ipiranga,276600.0
84926.0,Apartamento de 142 m² com 03 quartos   Jardim Sumaré,3.0,3.0,2.0,142.0,Jardim Sumare,540000.0
189284.0,Apartamento de 43m² com 01 quarto à venda   Vila Monte Alegre,1.0,1.0,1.0,43.0,Vila Monte Alegre,320000.0
41582.0,APARTAMENTO PRÓXIMO AO SHOPING SANTA ÚRSULA,1.0,1.0,1.0,49.0,Centro,265000.0
132029.0,APARTAMENTO DIFERENCIADO,2.0,1.0,1.0,49.0,Reserva Sul Condominio,265000.0
237974.0,Apartamento de 85m² com 02 suítes para locação e venda   Nova Aliança,2.0,3.0,2.0,85.0,Nova Alianca,725000.0
207287.0,Apartamento de 54m² com 02 quartos para locação e venda   Campos Elíseos,2.0,1.0,1.0,54.0,Ipiranga,360000.0
129302.0,Apartamento de 76m² com 02 suítes para locação   Jardim Botânico,2.0,3.0,2.0,76.0,Jardim Botanico,585000.0
123401.0,Apartamento duplex de 60m² com 01 quarto   Jardim Palma Travassos,1.0,1.0,1.0,60.0,Jardim Palma Travassos,210000.0
168572.0,Apartamento de 62m² com 02 quartos para locação e venda   Vila Maria Luiza,2.0,2.0,1.0,62.0,Vila Maria Luiza,300000.0
210317.0,Apartamento de 45m² com 02 quartos para locação   Quintino Facci II,2.0,1.0,1.0,45.0,Quintino Facci II,170000.0
136562.0,APARTAMENTO NO CENTRO,1.0,1.0,1.0,47.0,Centro,150000.0
87941.0,Apartamento de 74m² com 03 quartos   Parque Industrial Lagoinha,3.0,2.0,1.0,74.0,Parque Industrial Lagoinha,320000.0
115973.0,Apartamento de 70m² com 02 quartos à venda   Jardim Macedo,2.0,2.0,2.0,70.0,Jardim Macedo,375000.0
188045.0,Apartamento de 218m² com 03 suítes à venda   Bosque das Juritis,3.0,4.0,3.0,218.0,Bosque das Juritis,2120000.0
237743.0,Apartamento de 48m² com 02 quartos para venda   Campos Elíseos,2.0,1.0,1.0,48.0,Campos Eliseos,230000.0
245654.0,Apartamento de 158m² com 03 suítes à venda   Jardim Botânico,3.0,5.0,2.0,158.0,Jardim Botanico,1280000.0
118268.0,APARTAMENTO PRÓXIMO AO SHOPPING SANTA ÚRSULA,2.0,3.0,1.0,68.0,Centro,320000.0
25841.0,Apartamento de 82m² com 03 quartos   Jardim Palma Travassos,3.0,2.0,2.0,82.0,Jardim Castelo Branco,290000.0
137312.0,Apartamento de 104m² com 03 quartos sendo 01 suíte à venda   Centro,3.0,3.0,2.0,104.0,Centro,450000.0
120197.0,APARTAMENTO PRÓXIMO À USP,1.0,1.0,1.0,35.0,Vila Amelia,170000.0
223499.0,Apartamento de 48m² com 02 quartos à venda   Bonfim Paulista,2.0,1.0,1.0,48.0,Jardim Sao Fernando,280000.0
127160.0,Apartamento de 45m² com 01 quarto à venda   Centro,1.0,1.0,1.0,45.0,Centro,140000.0
187847.0,Apartamento de 114m² com 03 quartos para venda   Jardim Irajá,4.0,2.0,2.0,114.0,Jardim Iraja,954000.0
121025.0,Apartamento de 40m² com 01 quarto à venda   Bosque dos Juritis,1.0,1.0,1.0,40.0,Bosque das Juritis,300000.0
141452.0,APARTAMENTO PRÓXIMO À AVENIDA LUIGI ROSIELO,1.0,1.0,1.0,45.0,Vila Monte Alegre,150000.0
201245.0,Apartamento de 39m² com 01 suíte para locação   Jardim Paulista,1.0,1.0,1.0,39.0,Jardim Paulista,170000.0
91835.0,Apartamento de 97m² com 03 quartos para locação   Centro,3.0,2.0,1.0,97.0,Centro,380000.0
235067.0,Apartamento de 76 m² com 03 quartos   Presidente Médici,3.0,1.0,1.0,76.0,Jardim Palma Travassos,300000.0
201869.0,APARTAMENTO PARA VENDA NO BAIRRO JARDIM PAULISTA,1.0,1.0,1.0,44.0,Jardim Paulista,179000.0
125987.0,Apartamento   Padrão,1.0,1.0,1.0,41.0,Ipiranga,160000.0
238295.0,Apartamento e 71m² com 02 quartos à venda   Jardim Botânico,2.0,2.0,3.0,71.0,Jardim Botanico,420000.0
227117.0,Apartamento de 45m² com 02 quartos para locação e venda   Bonfim Paulista,2.0,1.0,1.0,45.0,Quinta da Primavera,375000.0
218723.0,Apartamento mobiliado de 44m² com 01 quarto à venda   Nova Aliança,1.0,1.0,1.0,44.0,Nova Alianca,297000.0
201353.0,Apartamento de 42m² com 02 quartos   Valentina Figueiredo,2.0,1.0,1.0,42.0,Valentina Figueiredo,140000.0
201800.0,Apartamento de 62m² com 02 quartos   Ribeirânia,2.0,2.0,1.0,62.0,Ribeirania,400000.0
133385.0,APARTAMENTO NO NOVA ALIANÇA,1.0,1.0,1.0,42.0,Nova Alianca,223000.0
175763.0,Apartamento de 72m² com 3 quartos na Lagoinha.,3.0,2.0,1.0,72.0,Parque Industrial Lagoinha,350000.0
186602.0,APARTAMENTO NO JARDIM HEITOR RIGON,2.0,1.0,1.0,43.0,Jardim Heitor Rigon,189900.0
147791.0,Apartamento mobiliado para locação e venda   Centro,1.0,1.0,1.0,49.0,Centro,400000.0
183419.0,APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA,2.0,1.0,1.0,43.0,Jardim Interlagos,175000.0
114383.0,Apartamento   Padrão,2.0,2.0,1.0,65.0,Jardim Palma Travassos,235000.0
207392.0,Apartamento de 110m² com 02 suítes e varanda gourmet à venda   Bonfim Paulista,2.0,3.0,2.0,110.0,Bonfim Paulista,750000.0
157028.0,Apartamento de 118m² com 03 suítes à venda   Jardim Olhos D`Água,3.0,5.0,2.0,118.0,Jardim Olhos DAgua,1100000.0
173756.0,Apartamento de 49m² com 01 suíte à venda   Nova Aliança,1.0,2.0,1.0,49.0,Nova Alianca,330000.0
207494.0,Apartamento com Suíte e armários de 57m²   Ipiranga,2.0,2.0,1.0,57.0,Ipiranga,318000.0
149627.0,Apartamento de 44m² com 02 quartos à venda   Jardim Paulista,2.0,1.0,1.0,44.0,Jardim Paulista,270000.0
83501.0,Apartamento de 74m² com 03 quartos   Parque Industrial Lagoinha,3.0,2.0,1.0,74.0,Parque Industrial Lagoinha,320000.0
129626.0,APARTAMENTO COM LOCALIZAÇÃO PRIVILEGIADA PRÓXIMO AO RIBEIRÃO SHOPPING,1.0,1.0,1.0,41.0,Vila Ana Maria,191000.0
115661.0,Apartamento térreo de 43m² com 02 quartos à venda   Sumarezinho,2.0,1.0,1.0,43.0,Sumarezinho,185000.0
175679.0,APARTAMENTO NO JARDIM IRAJÁ,1.0,1.0,1.0,37.0,Jardim Iraja,186000.0
92681.0,APARTAMENTO PRÓXIMO À AVENIDA INDEPENDÊNCIA,2.0,1.0,1.0,71.0,Alto da Boa Vista,240000.0
149288.0,APARTAMENTO PRÓXIMO À AVENIDA CASTELO BRANCO,2.0,1.0,1.0,46.0,Parque Industrial Lagoinha,215000.0
188876.0,Apartamento de 85m² com 03 quartos para locação e venda   Jardim Macedo,3.0,1.0,1.0,85.0,Jardim Macedo,320000.0
174080.0,Apartamento de 180m² com 04 quartos à venda   Jardim São Luiz,4.0,5.0,3.0,180.0,Jardim Sao Luiz,900000.0
168869.0,Apartamento de 367m² com 04 suítes à venda   Jardim Ilhas do Sul,4.0,7.0,4.0,367.0,Jardim Ilhas do Sul,3000000.0
140462.0,Apartamento de 49m² com 02 quartos para locação e venda   Jardim Ouro Branco,2.0,1.0,1.0,49.0,Jardim Ouro Branco,225000.0
235814.0,Apartamento de 63m² com 02 quartos para venda   Jardim Sumaré,2.0,2.0,1.0,63.0,Jardim Sumare,610000.0
135086.0,Apartamento de 49m² com 02 quartos à venda   Ipiranga,2.0,2.0,1.0,49.0,Ipiranga,191000.0
132998.0,"Apartamento 99,10m² com 03 Quartos a venda   Vila Tibério",3.0,2.0,1.0,10.0,Vila Tiberio,380000.0
119498.0,APARTAMENTO NO PRESIDENTE MEDICI,2.0,2.0,1.0,72.0,Presidente Medici,191000.0
188549.0,Apartamento com 48m² com 02 quartos   Ipiranga,2.0,1.0,1.0,48.0,Ipiranga,267000.0
152063.0,APARTAMENTO PRÓXIMO À AVENIDA PIO XII,2.0,1.0,1.0,55.0,Vila Virginia,160000.0
145913.0,EXCELENTE APARTAMENTO NO VITTA VIA NORTE,2.0,1.0,1.0,42.0,Quintino Facci II,175000.0
216452.0,Apartamento de 71m² com 02 quartos à venda   Ribeirânia,2.0,2.0,1.0,71.0,Ribeirania,500000.0
200306.0,Apartamento de 80m² com 03 quartos à venda   Residencial e Comercial Palmares,3.0,2.0,2.0,80.0,Residencial e Comercial Palmares,350000.0
135110.0,**** EXCELENTE OPORTUNIDADE****,2.0,1.0,1.0,86.0,Centro,510000.0
89612.0,Apartamento de 34m² com 01 quarto á venda   Vila Ana Maria,1.0,1.0,1.0,34.0,Vila Ana Maria,223000.0
235133.0,Apartamento de 97m² com 03 quartos à venda   Vila Seixas,3.0,3.0,2.0,97.0,Vila Seixas,450000.0
197249.0,APARTAMENTO PRÓXIMO À AVENIDA MONTEIRO LOBATO,2.0,1.0,1.0,42.0,Vila Virginia,170000.0
121742.0,Apartamento de 47m² com 02 quartos para locação e venda   Residencial Greenville,2.0,1.0,1.0,47.0,Residencial Greenville,245000.0
171956.0,Apartamento com 146m² e 3 quartos à venda   Alto do Ipiranga,3.0,2.0,1.0,146.0,Alto do Ipiranga,309000.0
67403.0,Apartamento de 202m² com 03 quartos planejados à venda   Centro,3.0,3.0,1.0,202.0,Higienopolis,465000.0
104330.0,APARTAMENTO NA CITY RIBEIRÃO,1.0,2.0,1.0,60.0,City Ribeirao,250000.0
140639.0,Apartamento térreo de 49m² com 02 quarto à venda   Residencial Jequitibá,2.0,1.0,1.0,49.0,Residencial Jequitiba,190000.0
84038.0,Apartamento de 118m² com 03 quartos   Jardim São Luiz,3.0,2.0,1.0,118.0,Jardim Sao Luiz,583000.0
156113.0,APARTAMENTO PRÓXIMO À RODOVIA ANTÔNIO MACHADO SANTANNA,2.0,1.0,1.0,47.0,Reserva Sul Condominio,170000.0
197945.0,APARTAMENTO NO IPIRANGA,2.0,1.0,1.0,47.0,Alto do Ipiranga,280000.0
51713.0,Apartamento de 55m² á venda   Vila Virgínia,1.0,1.0,1.0,55.0,Vila Virginia,215000.0
213266.0,Apartamento de 66m² com 02 quartos à venda   Vila Amélia,2.0,2.0,1.0,66.0,Vila Amelia,180000.0
235556.0,Apartamento de 42m° com 01 quarto para à venda   Jardim Botânico,1.0,2.0,1.0,42.0,Jardim Botanico,212000.0
178283.0,Apartamento de 75m² com 03 quartos à venda   Nova Aliança,3.0,3.0,1.0,75.0,Nova Alianca,756840.15
244346.0,Apartamento de 45m² com 01 quarto à venda   Nova Aliança,1.0,1.0,1.0,45.0,Nova Alianca,265000.0
207359.0,Apartamento de 51m² com 02 quartos à venda   Ipiranga,2.0,1.0,1.0,51.0,Residencial das Americas,260000.0
189656.0,Apartamento de 46m² com 02 quartos para locação   Recreio das Acácias,2.0,1.0,1.0,46.0,Recreio das Acacias,350000.0
60185.0,APARTAMENTO NO RESIDENCIAL PALMARES,2.0,2.0,1.0,70.0,Residencial e Comercial Palmares,265000.0
177215.0,Apartamento de 197m² com 03 suítes à venda   Jardim Olhos D`Água II,3.0,4.0,2.0,197.0,Jardim Olhos DAgua,2100000.0
191036.0,APARTAMENTO NO IPIRANGA,2.0,1.0,1.0,46.0,Residencial das Americas,160000.0
180053.0,Apartamento de 55m² com 02 quartos à venda   Vila Virgínia,2.0,1.0,1.0,55.0,Vila Virginia,150000.0
240071.0,Apartamento de 42m² com 02 quartos à venda   Jardim Maria Goretti,2.0,1.0,1.0,42.0,Jardim Maria Goretti,227900.0
198254.0,APARTAMENTO NO CENTRO,3.0,2.0,1.0,123.0,Centro,350000.0
238286.0,Apartamento de 195m² com 03 suítes à venda   Vila do Golf,3.0,4.0,4.0,195.0,Residencial Alto do Ipe,1700000.0
238469.0,Apartamento de 42m² com 02 quartos à venda   Jardim João Rossi,2.0,1.0,1.0,42.0,Jardim Joao Rossi,120000.0
179678.0,APARTAMENTO NO QUINTINO FACCI II,2.0,2.0,1.0,56.0,Chacaras Pedro Correa de Carvalho,224400.0
234023.0,Apartamento de 254m² com 04 suítes para venda e locação   Jardim Olhos D`Água,4.0,6.0,4.0,254.0,Jardim Olhos DAgua,2200000.0
220121.0,Apartamento de 134m² com 03 quartos sendo 01 suíte para locação   Jardim Sumaré,3.0,3.0,1.0,134.0,Jardim Sumare,450000.0
239258.0,Apartamento de 97m² com 03 quartos à venda   Parque dos Bandeirantes,3.0,2.0,2.0,97.0,Parque dos Bandeirantes,330000.0
140477.0,Apartamento de 48m² com 02 quartos à venda   Vila Maria Luiza,2.0,1.0,1.0,48.0,Vila Maria Luiza,225000.0
127034.0,Apartamento de 45m² com 01 quarto   Nova Aliança,1.0,1.0,1.0,45.0,Nova Alianca,250000.0
133196.0,Apartamento de 80m² com 03 quartos a venda   Jardim Palma Travassos,3.0,2.0,1.0,80.0,Jardim Palma Travassos,310000.0
92537.0,Apartamento de 131m² com 03 quartos para venda   Nova Aliança,3.0,4.0,2.0,131.0,Nova Alianca,1050000.0
229664.0,Apartamento de 45m² com 02 quartos à venda   Parque São Sebastião,2.0,1.0,1.0,45.0,Parque Sao Sebastiao,170000.0
33035.0,EXCELENTE APARTAMENTO PRÓXIMO À AVENIDA LEÃO XIII,3.0,2.0,1.0,84.0,Parque Industrial Lagoinha,245000.0
157307.0,Apartamento de 03 quartos para locação   Santa Cruz,3.0,2.0,1.0,84.0,Santa Cruz do Jose Jacques,550000.0
203183.0,Apartamento de 163m² com 03 quartos à venda   Jardim Botânico,3.0,4.0,3.0,163.0,Jardim Botanico,1230000.0
218990.0,Apartamento de 57m² com 02 quartos para venda   Ipiranga,2.0,2.0,1.0,57.0,Ipiranga,306000.0
96611.0,Apartamento de 176m² com 03 quartos à venda   Jardim São Luiz,3.0,4.0,3.0,176.0,Jardim Sao Luiz,1100000.0
216557.0,Apartamento de 39m² com 02 quartos   Parque São Sebastião,2.0,1.0,1.0,39.0,Parque Sao Sebastiao,180000.0
243164.0,Apartamento térreo de 42m² com 02 quartos para venda   Vitta Heitor Rigon II,2.0,1.0,1.0,42.0,Valentina Figueiredo,136000.0
170930.0,Lindo Apartamento a 7min do Shopping Santa Úrsula,2.0,1.0,1.0,71.0,Vila Virginia,379314.04
192314.0,LINDO APARTAMENTO NO PALÁCIO DE WINDSOR,2.0,1.0,1.0,40.0,Reserva Real,175000.0
227225.0,Apartamento de 80m² com 02 quartos à venda   Sumarezinho,2.0,2.0,1.0,80.0,Sumarezinho,420000.0
202757.0,Apartamento de 237m² com 03 suítes à venda   Jardim Olhos D`Água,3.0,5.0,4.0,237.0,Jardim Ilhas do Sul,1800000.0
23948.0,Apartamento de 45m² com 01 quarto   Jardim Irajá,1.0,1.0,1.0,45.0,Jardim Iraja,305000.0
206054.0,Apartamento de 44m² com 02 quartos à venda   Ipiranga,2.0,1.0,1.0,44.0,Ipiranga,200000.0
146777.0,Apartamento de 02 quartos para venda   Jardim Vilico Cantarelli,2.0,1.0,1.0,45.0,Jardim Vilico Cantarelli,140000.0
150167.0,Apartamento de 89m² com 02 quartos à venda   Residencial e Comercial Palmares,3.0,2.0,1.0,89.0,Residencial e Comercial Palmares,350000.0
112511.0,Apartamento   Padrão,2.0,2.0,1.0,72.0,Vila Amelia,371000.0
175661.0,APARTAMENTO NO RESIDENCIAL GREENVILLE,2.0,1.0,1.0,44.0,Residencial Greenville,170000.0
143675.0,APARTAMENTO DIFERENCIADO,2.0,2.0,1.0,69.0,Jardim Anhanguera,280000.0
144104.0,Apartamento de 64m² com 03 quartos sendo 01 suíte à venda   Iguatemi,3.0,2.0,1.0,64.0,Jardim Palma Travassos,320000.0
136400.0,Apartamento de 317m² com 04 suítes à venda   Centro,5.0,5.0,3.0,317.0,Centro,590000.0
173801.0,APARTAMENTO TÉRREO NO JARDIM PALMA TRAVASSOS,2.0,1.0,1.0,52.0,Jardim Palma Travassos,180000.0
224828.0,Apartamento de 37m² com 01 quarto à venda   Nova Aliança,1.0,1.0,1.0,37.0,Nova Alianca,230000.0
162116.0,Apartamento de 42m² com 01 quarto à venda   Nova Aliança.,1.0,1.0,1.0,42.0,Nova Alianca,250000.0
104342.0,Apartamento de 59m² com 01 suíte para locação e venda   City Ribeirão,1.0,2.0,1.0,59.0,City Ribeirao,420000.0
78728.0,Apartamento   Padrão,3.0,4.0,2.0,180.0,Ipiranga,310000.0
172451.0,EXCELENTE IMÓVEL NO VILA ANA MARIA,2.0,2.0,2.0,82.0,Vila Ana Maria,345000.0
168530.0,APARTAMENTO NO IPIRANGA,2.0,2.0,1.0,62.0,Ipiranga,268557.5
84200.0,Apartamento de 01 quarto para locação  Jardim California,1.0,1.0,1.0,42.0,Jardim California,230000.0
182615.0,APARTAMENTO PRÓXIMO À AVENIDA DOUTOR FRANCISCO JUNQUEIRA,3.0,2.0,1.0,109.0,Centro,300000.0
172352.0,APARTAMENTO NO JARDIM PAULISTA,2.0,2.0,2.0,81.0,Jardim Paulista,450000.0
237776.0,Apartamento de 88m² com 02 suítes para locação e venda   Quinta da Primavera,2.0,3.0,2.0,88.0,Quinta da Primavera,750000.0
28520.0,Apartamento a poucos metros do Parque Raya,3.0,2.0,2.0,111.0,Jardim Iraja,480000.0
131297.0,APARTAMENTO NOVO NO BAIRRO RIBEIRÂNIA,2.0,2.0,1.0,73.0,Ribeirania,464467.92
242723.0,Apartamento de 155m² com 03 suítes à venda   Bosque das Juritis,3.0,5.0,3.0,155.0,Bosque das Juritis,1180000.0
199655.0,APARTAMENTO LINDO MOBILIADO NO RIBEIRÃO VERDE,2.0,1.0,1.0,60.0,Jardim Florestan Fernandes,210000.0
217385.0,Apartamento de 49m² com 02 quartos para locação e venda   Jardim Novo Mundo,2.0,1.0,1.0,49.0,Jardim Novo Mundo,265000.0
180509.0,Apartamento térreo de 92m² com 02 Suítes a venda   Jardim botânico,2.0,3.0,2.0,92.0,Jardim Botanico,460000.0
234083.0,Apartamento de 57m² com 02 quartos para locação e venda   Jardim Califórnia,2.0,1.0,2.0,57.0,Jardim California,689000.0
213539.0,Apartamento de 41m² com 02 quartos à venda   Residencial Jequitibá,2.0,1.0,1.0,41.0,Residencial Jequitiba,169000.0
186635.0,Apartamento de 02 quartos para locação   Jardim Paulista,2.0,2.0,2.0,71.0,Jardim Paulista,340000.0
187832.0,Apartamento de 44m² com 01 quarto à venda   Nova Aliança,1.0,1.0,1.0,44.0,Nova Alianca,350000.0
122717.0,EXCELENTE APARTAMENTO À VENDA NO BAIRRO VILA TIBÉRIO,2.0,1.0,1.0,66.0,Vila Amelia,192000.0
